Date,Title,Author
6/15/2014,AIR BOUND,by Christine Feehan
6/15/2014,BEFORE WE KISS,by Susan Mallery
6/22/2014,FACEOFF,edited by David Baldacci
6/22/2014,I WANT TO HOLD YOUR HAND,by Marie Force
6/22/2014,A SHIVER OF LIGHT,by Laurell K. Hamilton
6/22/2014,SAVE THE DATE,by Mary Kay Andrews
6/22/2014,DEVIL'S GAME,by Joanna Wylde
6/22/2014,MIDNIGHT IN EUROPE,by Alan Furst
6/22/2014,CHINA DOLLS,by Lisa See
6/29/2014,STORMY PERSUASION,by Johanna Lindsey
6/29/2014,GHOST SHIP,by Clive Cussler and Graham Brown
6/29/2014,THE VACATIONERS,by Emma Straub
6/29/2014,THE HURRICANE SISTERS,by Dorothea Benton Frank
6/29/2014,NATCHEZ BURNING,by Greg Iles
6/29/2014,SKIN GAME,by Jim Butcher
6/29/2014,THE MATCHMAKER,by Elin Hilderbrand
7/6/2014,THE ONE AND ONLY,by Emily Giffin
7/6/2014,TERMINAL CITY,by Linda Fairstein
7/6/2014,FIELD OF PREY,by John Sandford
7/6/2014,SECOND WATCH,by J. A. Jance
7/6/2014,THE TARGET,by David Baldacci
7/6/2014,UNLUCKY 13,by James Patterson and Maxine Paetro
7/6/2014,SHATTERED,by Kevin Hearne
7/6/2014,HARDLINE,by Meredith Wild
7/6/2014,THE ARRANGEMENT 15,by H. M. Ward
7/13/2014,BREATHE WITH ME,by Kristen Proby
7/13/2014,"LOVE, LAUGHTER, AND HAPPILY EVER AFTERS COLLECTION",by Violet Duke
7/13/2014,WHEN DAY BREAKS,by Maya Banks
7/13/2014,UNTIL WE TOUCH,by Susan Mallery
7/13/2014,COP TOWN,by Karin Slaughter
7/13/2014,RUSTY NAILED,by Alice Clayton
7/13/2014,KISS AND TELL,by Fern Michaels
7/20/2014,TOWER LORD,by Anthony Ryan
7/20/2014,PULSE - PART FOUR,by Deborah Bladon
7/20/2014,FOR ALL TIME,by Jude Deveraux
7/20/2014,THE PROMISE,by Robyn Carr
7/20/2014,BEAUTIFUL OBLIVION,by Jamie McGuire
7/20/2014,THE CITY,by Dean Koontz
7/20/2014,THE NEIGHBOR,by Dean Koontz
7/20/2014,SPICE BOX,"by Raine Miller, Cathryn Fox and others"
7/20/2014,THE ESCAPE,by Mary Balogh
7/27/2014,WRITTEN IN MY OWN HEART'S BLOOD,by Diana Gabaldon
7/27/2014,ONE PLUS ONE,by Jojo Moyes
7/27/2014,THE CUCKOO'S CALLING,by Robert Galbraith
7/27/2014,HUDSON,by Laurelin Paige
7/27/2014,THE GIRLS OF AUGUST,by Anne Rivers Siddons
7/27/2014,WHERE I BELONG,by J. Daniels
7/27/2014,THE PROMISE,by Kristen Ashley
8/3/2014,DAYS OF RAGE,by Brad Taylor
8/3/2014,ALL FALL DOWN,by Jennifer Weiner
8/3/2014,SHOTS FIRED,by C. J. Box
8/3/2014,MR. MERCEDES,by Stephen King
8/3/2014,CUT AND THRUST,by Stuart Woods
8/3/2014,SIGHT UNSEEN,by Iris Johansen and Roy Johansen
8/3/2014,ADDICTED,by Tracy Wolff
8/3/2014,WAYFARING STRANGER,by James Lee Burke
8/10/2014,THE SILKWORM,by Robert Galbraith
8/10/2014,DON'T SAY A WORD,by Barbara Freethy
8/10/2014,CHILL FACTOR,by Sandra Brown
8/10/2014,POWER PLAY,by Catherine Coulter
8/10/2014,MASTERED,by Opal Carew and others
8/10/2014,REMAINS OF INNOCENCE,by J. A. Jance
8/17/2014,A PERFECT LIFE,by Danielle Steel
8/17/2014,TOM CLANCY: SUPPORT AND DEFEND,by Mark Greaney
8/17/2014,FAST TRACK,by Julie Garwood
8/17/2014,LEAD,by Kylie Scott
8/17/2014,MAGIC BREAKS,by Ilona Andrews
8/17/2014,DESERVES TO DIE,by Lisa Jackson
8/24/2014,TOP SECRET,by W. E. B. Griffin and William E. Butterworth IV
8/24/2014,ACT OF WAR,by Brad Thor
8/24/2014,TAKING IT ALL,by Maya Banks
8/24/2014,DARK SKYE,by Kresley Cole
8/24/2014,THE LOST ISLAND,by Douglas Preston and Lincoln Child
8/24/2014,THE MAGICIAN'S LAND,by Lev Grossman
8/24/2014,SEVERED SOULS,by Terry Goodkind
8/31/2014,FOOL'S ASSASSIN,by Robin Hobb
8/31/2014,UGLY LOVE,by Colleen Hoover
8/31/2014,INDESTRUCTIBLE,by Angela Graham
8/31/2014,THE BOOK OF LIFE,by Deborah Harkness
8/31/2014,INVISIBLE,by James Patterson and David Ellis
9/7/2014,THE HEIST,by Daniel Silva
9/7/2014,ADULTERY,by Paulo Coelho
9/7/2014,THE 6TH EXTINCTION,by James Rollins
9/7/2014,HARD TO HOLD ON TO,by Laura Kaye
9/7/2014,LOVE LETTERS,by Debbie Macomber
9/7/2014,COLORLESS TSUKURU TAZAKI AND HIS YEARS OF PILGRIMAGE,by Haruki Murakami
9/7/2014,UPSIDE DOWN,by Fern Michaels
9/7/2014,WE ARE NOT OURSELVES,by Matthew Thomas
9/14/2014,IT'S IN HIS KISS,by Jill Shalvis
9/14/2014,HEROES ARE MY WEAKNESS,by Susan Elizabeth Phillips
9/14/2014,VAIN - PART THREE,by Deborah Bladon
9/14/2014,NOT A DRILL,by Lee Child
9/14/2014,THE LONG WAY HOME,by Louise Penny
9/14/2014,THE HOMECOMING,by Robyn Carr
9/14/2014,THE HOT ZONE,by Jayne Castle
9/14/2014,THE BROKEN EYE,by Brent Weeks
9/14/2014,CLOSE TO HOME,by Lisa Jackson
9/14/2014,NO LIMITS,by Lori Foster
9/21/2014,MURDER 101,by Faye Kellerman
9/21/2014,SHIFTING SHADOWS,by Patricia Briggs
9/21/2014,THE SECRET PLACE,by Tana French
9/21/2014,DARK BLOOD,by Christine Feehan
9/21/2014,THE BONE CLOCKS,by David Mitchell
9/21/2014,ONE MORE CHANCE,by Abbi Glines
9/21/2014,SON OF NO ONE,by Sherrilyn Kenyon
9/21/2014,COUNTDOWN,by Fern Michaels
9/28/2014,THE EYE OF HEAVEN,by Clive Cussler and Russell Blake
9/28/2014,IGNITED,by J. Kenner
9/28/2014,THE WITCH WITH NO NAME,by Kim Harrison
9/28/2014,THE KING'S CURSE,by Philippa Gregory
9/28/2014,THE CHILDREN ACT,by Ian McEwan
9/28/2014,ROBERT B. PARKER'S BLIND SPOT,by Reed Farrel Coleman
10/5/2014,HEMY,by Victoria Ashley
10/5/2014,THE PAYING GUESTS,by Sarah Waters
10/5/2014,TAKE DOWN,by Fern Michaels
10/5/2014,THE GOLEM OF HOLLYWOOD,by Jonathan Kellerman and Jesse Kellerman
10/12/2014,MEAN STREAK,by Sandra Brown
10/12/2014,STAY WITH ME,by J. Lynn
10/12/2014,FESTIVE IN DEATH,by J. D. Robb
10/12/2014,SYCAMORE ROW,by John Grisham
10/12/2014,THIS IS WHERE I LEAVE YOU,by Jonathan Tropper
10/12/2014,SOMEWHERE SAFE WITH SOMEBODY GOOD,by Jan Karon
10/12/2014,PRIVATE DOWN UNDER,by James Patterson and Michael White
10/12/2014,BONES NEVER LIE,by Kathy Reichs
10/12/2014,DEACON,by Kristen Ashley
10/12/2014,DARKNESS,by Laurann Dohner
10/19/2014,THE RESOLUTION OF CALLIE AND KAYDEN,by Jessica Sorensen
10/19/2014,THE COMPLETE GILLIAN FLYNN,by Gillian Flynn
10/19/2014,HOLIDAY TREASURE,by Melody Anne
10/19/2014,KISSES AFTER DARK,by Marie Force
10/19/2014,THE LOST KEY,by Catherine Coulter and J. T. Ellison
10/19/2014,THE PERFECT WITNESS,by Iris Johansen
10/19/2014,A GOOD MARRIAGE,by Stephen King
10/19/2014,IN YOUR DREAMS,by Kristan Higgins
10/19/2014,LOCKE,by Harper Sloan
10/26/2014,KEEP ME SAFE,by Maya Banks
10/26/2014,LILA,by Marilynne Robinson
10/26/2014,MR. MIRACLE,by Debbie Macomber
10/26/2014,REAPER'S STAND,by Joanna Wylde
10/26/2014,ADDICTED,by Zane
10/26/2014,IMMORTAL,by J. R. Ward
11/2/2014,PARIS MATCH,by Stuart Woods
11/2/2014,WINTER STREET,by Elin Hilderbrand
11/2/2014,ONE IN A MILLION,by Jill Shalvis
11/2/2014,DOWN AND OUT,by Kelley R. Martin
11/2/2014,DRAGONFLY IN AMBER,by Diana Gabaldon
11/2/2014,I LOVE HOW YOU LOVE ME,by Bella Andre
11/9/2014,CHANGE OF HEART,by Jude Deveraux
11/9/2014,STEPBROTHER DEAREST,by Penelope Ward
11/9/2014,ROWDY,by Jay Crownover
11/9/2014,SHOPAHOLIC TO THE STARS,by Sophie Kinsella
11/16/2014,SMILEY,by Laurann Dohner
11/16/2014,ARCHANGEL'S SHADOWS,by Nalini Singh
11/16/2014,BURN FOR ME,by Ilona Andrews
11/16/2014,"TALL, DARK AND DEADLY BOOKS 1 - 4",by Lisa Renee Jones
11/16/2014,THE BEST OF ME,by Nicholas Sparks
11/16/2014,THE SLOW REGARD OF SILENT THINGS,by Patrick Rothfuss
11/16/2014,PEGASUS,by Danielle Steel
11/16/2014,YOURS FOR CHRISTMAS,by Susan Mallery
11/16/2014,THE HANDSOME MAN'S DE LUXE CAF,by Alexander McCall Smith
11/16/2014,ONLY ENCHANTING,by Mary Balogh
11/23/2014,DEADLINE,by John Sandford
11/23/2014,HAVE ME,by J. Kenner
11/23/2014,BURN,by James Patterson and Michael Ledwidge
11/23/2014,THIRTY-THREE AND A HALF SHENANIGANS,by Denise Grover Swank
11/23/2014,RUIN: PART TWO,by Deborah Bladon
11/23/2014,PRINCE LESTAT,by Anne Rice
11/23/2014,HAVANA STORM,by Clive Cussler
11/23/2014,ALPHA BILLIONAIRE 3,by Helen Cooper
11/23/2014,RUIN: PART 3,by Deborah Bladon
11/23/2014,I SAW HER STANDING THERE,by Marie Force
11/23/2014,RUIN: PART 1,by Deborah Bladon
11/23/2014,DIRTY ROWDY THING,by Christina Lauren
12/7/2014,JACI BURTON THE KENT BROTHERS TRILOGY,by Jaci Burton
12/7/2014,HIS SECRETARY,by Melanie Marchande
12/7/2014,THE JOB,by Janet Evanovich and Lee Goldberg
12/7/2014,THE MISTLETOE PROMISE,by Richard Paul Evans
12/14/2014,A LAST GOODBYE,by J. A. Jance
12/14/2014,BLUE LABYRINTH,by Douglas Preston and Lincoln Child
12/14/2014,BLOOD MAGICK,by Nora Roberts
12/14/2014,CURVES 'EM RIGHT,by Milly Taiden
12/14/2014,THE DARKEST TOUCH,by Gena Showalter
12/14/2014,BETRAYED,by Lisa Scottoline
12/14/2014,NEVER JUDGE A LADY BY HER COVER,by Sarah MacLean
12/21/2014,NAUGHTY & NICE,by J. S. Scott and others
12/21/2014,THE CINDERELLA MURDER,by Mary Higgins Clark and Alafair Burke
12/21/2014,JASON,by Laurell K. Hamilton
12/21/2014,YOU WERE MINE,by Abbi Glines
12/21/2014,FOREVER WITH ME,by Kristen Proby
1/4/2015,EDGE OF ETERNITY,by Ken Follett
1/4/2015,REDEPLOYMENT,by Phil Klay
1/11/2015,SHARP OBJECTS,by Gillian Flynn
1/11/2015,TOM CLANCY FULL FORCE AND EFFECT,by Mark Greaney
1/11/2015,REVIVAL,by Stephen King
1/18/2015,GONE - PART THREE,by Deborah Bladon
1/18/2015,CAPTIVATED BY YOU,by Sylvia Day
1/18/2015,GONE - PART TWO,by Deborah Bladon
1/18/2015,RAIN ON THE DEAD,by Jack Higgins
1/18/2015,EYES ONLY,by Fern Michaels
1/18/2015,NO FORTUNATE SON,by Brad Taylor
1/18/2015,THE ASSASSINATION OPTION,by W. E. B. Griffin and William E. Butterworth IV
1/18/2015,DOGWOOD HILL,by Sherryl Woods
1/25/2015,AS CHIMNEY SWEEPERS COME TO DUST,by Alan Bradley
1/25/2015,THE EMPTY THRONE,by Bernard Cornwell
1/25/2015,THE PACT,by Karina Halle
1/25/2015,TRUST NO ONE,by Jayne Ann Krentz
1/25/2015,GOLDEN SON,by Pierce Brown
2/1/2015,THE LAST ORIGINAL WIFE,by Dorothea Benton Frank
2/1/2015,REASONABLE DOUBT FULL SERIES,by Whitney Gracia Williams
2/1/2015,INSATIABLE APPETITES,by Stuart Woods
2/1/2015,COLD COLD HEART,by Tami Hoag
2/1/2015,FATAL SCANDAL,by Marie Force
2/1/2015,CORPS SECURITY: THE SERIES,by Harper Sloan
2/8/2015,THE BURNING ROOM,by Michael Connelly
2/8/2015,COWBOY 12 PACK,by Elle James
2/8/2015,THE UNLIKELY PILGRIMAGE OF HAROLD FRY,by Rachel Joyce
2/8/2015,HOPE TO DIE,by James Patterson
2/8/2015,BURNED,by Karen Marie Moning
2/8/2015,FIRST FROST,by Sarah Addison Allen
2/8/2015,VERONICA MARS: MR. KISS AND TELL,by Rob Thomas and Jennifer Graham
2/15/2015,ONE NIGHT STAND,by J.S. Cooper and Helen Cooper
2/15/2015,SAINT ODD,by Dean Koontz
2/15/2015,VIPER GAME,by Christine Feehan
2/15/2015,BEAUTIFUL REDEMPTION,by Jamie McGuire
2/15/2015,THE SECRETS OF SIR RICHARD KENWORTHY,by Julia Quinn
2/15/2015,BOUND BY FLAMES,by Jeaniene Frost
2/15/2015,IN HIS KEEPING,by Maya Banks
2/22/2015,HERO,by Samantha Young
2/22/2015,TRIGGER WARNING,by Neil Gaiman
2/22/2015,BEAUTIFUL BELOVED,by Christina Lauren
2/22/2015,"THREE, TWO, ONE (321)",by J. A. Huss
3/1/2015,BLOOD INFERNAL,by James Rollins and Rebecca Cantrell
3/1/2015,ONE NIGHT: UNVEILED,by Jodi Ellen Malpas
3/1/2015,TWELVE DAYS,by Alex Berenson
3/8/2015,CRASH AND BURN,by Lisa Gardner
3/8/2015,UNEXPECTED FATE,by Harper Sloan
3/8/2015,THE MASTER,by Kresley Cole
3/8/2015,THE ACCIDENTAL EMPRESS,by Allison Pataki
3/8/2015,FIFTY SHADES TRILOGY,by E. L. James
3/8/2015,OBSESSION IN DEATH,by J. D. Robb
3/8/2015,THE WHITES,by Richard Price writing as Harry Brandt
3/15/2015,THOUGHTFUL,by S. C. Stephens
3/15/2015,SLOW BURN,by K. Bromberg
3/15/2015,MOTIVE,by Jonathan Kellerman
3/15/2015,PRIVATE VEGAS,by James Patterson and Maxine Paetro
3/15/2015,THE GIRLS OF MISCHIEF BAY,by Susan Mallery
3/15/2015,MIGHTIER THAN THE SWORD,by Jeffrey Archer
3/15/2015,THE IMMORTAL WHO LOVED ME,by Lynsay Sands
3/22/2015,ONE WISH,by Robyn Carr
3/22/2015,EASY LOVE,by Kristen Proby
3/22/2015,TOTAL CONTROL,by David Baldacci
3/22/2015,FALLING FOR MY BEST FRIEND'S BROTHER,by J. S. Cooper
3/22/2015,DEAD HEAT,by Patricia Briggs
3/22/2015,AND I LOVE HER,by Marie Force
3/22/2015,THE BURIED GIANT,by Kazuo Ishiguro
3/29/2015,WORLD GONE BY,by Dennis Lehane
3/29/2015,THE ASSASSIN,by Clive Cussler and Justin Scott
3/29/2015,PRODIGAL SON,by Danielle Steel
3/29/2015,FORGET ME NOT,by Fern Michaels
3/29/2015,CONFESS,by Colleen Hoover
4/5/2015,FIFTY SHADES OF GREY,by E. L. James
4/5/2015,RECKLESS LOVE,by Kendall Ryan
4/5/2015,ENDANGERED,by C. J. Box
4/5/2015,LAST ONE HOME,by Debbie Macomber
4/5/2015,A DANGEROUS PLACE,by Jacqueline Winspear
4/5/2015,PREY,by Michael Crichton
4/5/2015,SOARING,by Kristen Ashley
4/5/2015,MONSTERS IN THE DARK,by Pepper Winters
4/12/2015,FIFTY SHADES FREED,by E. L. James
4/12/2015,THE SILENT GIRLS,by Eric Rickstad
4/12/2015,DEEP STORM,by Lincoln Child
4/12/2015,THE ESCAPE,by David Baldacci
4/12/2015,SHOPPING FOR A BILLIONAIRE,by Julia Kent
4/12/2015,A WICKED SNOW,by Gregg Olsen
4/12/2015,CUBA STRAITS,by Randy Wayne White
4/12/2015,MANWHORE,by Katy Evans
4/19/2015,CRAVE,by Liliana Hart
4/19/2015,HOLDING STRONG,by Lori Foster
4/19/2015,GONE GIRL,by Gillian Flynn
4/19/2015,STILL ALICE,by Lisa Genova
4/19/2015,TOTAL SURRENDER,by Rebecca Zanetti
4/19/2015,THE SHADOWS,by J. R. Ward
4/19/2015,THE PATRIOT THREAT,by Steve Berry
4/19/2015,DEEP,by Kylie Scott
4/19/2015,FOUR NIGHTS WITH THE DUKE,by Eloisa James
4/19/2015,THE SKULL THRONE,by Peter V. Brett
4/26/2015,CHASING SUNSETS,by Karen Kingsbury
4/26/2015,MIRACLE AT AUGUSTA,by James Patterson and Peter De Jonge
4/26/2015,DARK HEIR,by Faith Hunter
4/26/2015,A DEADLY WEB,by Kay Hooper
4/26/2015,WHEN I'M GONE,by Abbi Glines
4/26/2015,FALLING IN LOVE,by Donna Leon
4/26/2015,ALL I EVER NEED IS YOU,by Bella Andre
4/26/2015,STILL THE ONE,by Jill Shalvis
4/26/2015,SILVER BASTARD,by Joanna Wylde
5/3/2015,A SPOOL OF BLUE THREAD,by Anne Tyler
5/3/2015,THE STORY OF SON,by J. R. Ward
5/3/2015,VIRTUOUS,by M. S. Force
5/3/2015,THE MEPHISTO CLUB,by Tess Gerritsen
5/3/2015,HOT PURSUIT,by Stuart Woods
5/3/2015,BEAUTIFUL SECRET,by Christina Lauren
5/3/2015,UNTIL JULY,by Aurora Rose Reynolds
5/3/2015,TRUE LOVE,by Jude Deveraux
5/10/2015,THE GOLDFINCH,by Donna Tartt
5/10/2015,NYPD RED 3,by James Patterson and Marshall Karp
5/10/2015,VALOROUS,by M. S. Force
5/10/2015,GARDEN OF LIES,by Amanda Quick
5/10/2015,ASA,by Jay Crownover
5/10/2015,AFLAME,by Penelope Douglas
5/17/2015,THE LONGEST RIDE,by Nicholas Sparks
5/17/2015,GOD HELP THE CHILD,by Toni Morrison
5/17/2015,PROMISE OF FOREVER,by Jessica Wood
5/17/2015,AT THE WATER'S EDGE,by Sara Gruen
5/17/2015,HOLD ME,by Susan Mallery
5/17/2015,YOUR NEXT BREATH,by Iris Johansen
5/17/2015,THE MISTAKE,by Elle Kennedy
5/17/2015,THIRTY-FOUR AND A HALF PREDICAMENTS,by Denise Grover Swank
5/17/2015,DOUBLE DARE,by R. L. Mathewson
5/24/2015,THE INN AT ROSE HARBOR,by Debbie Macomber
5/24/2015,PUCKED,by Helena Hunting
5/24/2015,EVERY FIFTEEN MINUTES,by Lisa Scottoline
5/24/2015,LEAVING TIME,by Jodi Picoult
5/24/2015,DAY SHIFT,by Charlaine Harris
5/24/2015,WICKED BUSINESS,by Janet Evanovich
5/24/2015,PERSONAL,by Lee Child
5/24/2015,CAT'S LAIR,by Christine Feehan
5/24/2015,THE FALL,by John Lescroart
5/31/2015,BORN OF DEFIANCE,by Sherrilyn Kenyon
5/31/2015,THE BONE TREE,by Greg Iles
5/31/2015,FALLING FOR MY BOSS,by J. S. Cooper and Helen Cooper
5/31/2015,A GOD IN RUINS,by Kate Atkinson
5/31/2015,THE FORGOTTEN ROOM,by Lincoln Child
5/31/2015,DRY BONES,by Craig Johnson
5/31/2015,SOLITUDE CREEK,by Jeffery Deaver
5/31/2015,NEVER NEVER,by Colleen Hoover and Tarryn Fisher
6/14/2015,SUMMER FIRE,by Gennita Low
6/14/2015,THE WHITE QUEEN,by Philippa Gregory
6/14/2015,SEVENEVES,by Neal Stephenson
6/14/2015,A MATCH FOR MARCUS CYNSTER,by Stephanie Laurens
6/14/2015,THE MARRIAGE SEASON,by Linda Lael Miller
6/14/2015,MENDED,by Sydney Landon
6/14/2015,THE HOUSE WE GREW UP IN,by Lisa Jewell
6/14/2015,AGAINST THE TIDE,by Kat Martin
6/21/2015,GATHERING PREY,by John Sandford
6/21/2015,TOP SECRET TWENTY-ONE,by Janet Evanovich
6/21/2015,PALACE OF TREASON,by Jason Matthews
6/21/2015,MOONLIGHT ON NIGHTINGALE WAY,by Samantha Young
6/21/2015,BEAUTIFUL SACRIFICE,by Jamie McGuire
6/21/2015,SWEET ACHE,by K. Bromberg
6/21/2015,SHARDS OF HOPE,by Nalini Singh
6/28/2015,BLUEPRINTS,by Barbara Delinsky
6/28/2015,ZACK,by Sawyer Bennett
6/28/2015,PIRANHA,by Clive Cussler and Boyd Morrison
6/28/2015,DEAD ICE,by Laurell K. Hamilton
6/28/2015,ONLY A PROMISE,by Mary Balogh
6/28/2015,THE SUBSTITUTE,by Denise Grover Swank
6/28/2015,THE FIXER,by Joseph Finder
7/5/2015,THE SANTANGELOS,by Jackie Collins
7/5/2015,ALL THE SINGLE LADIES,by Dorothea Benton Frank
7/12/2015,COUNTRY,by Danielle Steel
7/12/2015,THE PRESIDENT'S SHADOW,by Brad Meltzer
7/12/2015,RADIANT ANGEL,by Nelson DeMille
7/12/2015,SUMMER SECRETS,by Jane Green
7/12/2015,TOM CLANCY UNDER FIRE,by Grant Blackwood
7/12/2015,WICKED CHARMS,by Janet Evanovich and Phoef Sutton
7/12/2015,SAFE AT LAST,by Maya Banks
7/12/2015,EVER AFTER,by Jude Deveraux
7/19/2015,THE MELODY LINGERS ON,by Mary Higgins Clark
7/19/2015,RIDE STEADY,by Kristen Ashley
7/19/2015,THE INSIDER THREAT,by Brad Taylor
7/19/2015,KISS ME,by Susan Mallery
7/19/2015,IN PLAIN SIGHT,by Fern Michaels
7/26/2015,MANWHORE +1,by Katy Evans
7/26/2015,PROTECTING JESSYKA,by Susan Stoker
7/26/2015,QUEEN OF FIRE,by Anthony Ryan
7/26/2015,A NEW HOPE,by Robyn Carr
7/26/2015,WHISKEY BEACH,by Nora Roberts
7/26/2015,EARTH BOUND,by Christine Feehan
8/2/2015,SUMMER AT WILLOW LAKE,by Susan Wiggs
8/2/2015,THE NAKED EYE,by Iris Johansen and Roy Johansen
8/2/2015,BAD WOLF,by Jennifer Ashley
8/2/2015,FINDERS KEEPERS,by Stephen King
8/2/2015,ARMADA,by Ernest Cline
8/9/2015,STAND DOWN,by J. A. Jance
8/9/2015,NAKED GREED,by Stuart Woods
8/9/2015,ZOO,by James Patterson and Michael Ledwidge
8/9/2015,IN THE UNLIKELY EVENT,by Judy Blume
8/9/2015,THE HUSBAND'S SECRET,by Liane Moriarty
8/9/2015,NEMESIS,by Catherine Coulter
8/9/2015,SPEAKING IN BONES,by Kathy Reichs
8/16/2015,SERVICING THE TARGET,by Cherise Sinclair
8/16/2015,THE FORGOTTEN,by Heather Graham
8/16/2015,TRUTH OR DIE,by James Patterson and Howard Roughan
8/16/2015,THRILL ME,by Susan Mallery
8/16/2015,SIREN'S CALL,by Jayne Castle
8/16/2015,BADLANDS,by C. J. Box
8/16/2015,NEVER DIE ALONE,by Lisa Jackson
8/16/2015,THE BOURBON KINGS,by J.R. Ward
8/23/2015,THE RUMOR,by Elin Hilderbrand
8/23/2015,THE PAPER SWAN,by Leylah Attar
8/23/2015,12-ALARM COWBOYS,by Cora Seton and others
8/23/2015,THE ENGLISH SPY,by Daniel Silva
8/23/2015,THE MARRIAGE OF OPPOSITES,by Alice Hoffman
8/23/2015,MAGIC SHIFTS,by Ilona Andrews
8/23/2015,DRAGONBANE,by Sherrilyn Kenyon
8/23/2015,EDGE OF DARKNESS,"by Christine Feehan, Maggie Shayne and Lori Herter"
8/23/2015,DEADLY ASSETS,by W. E. B. Griffin and William E. Butterworth IV
8/30/2015,CODE OF CONDUCT,by Brad Thor
8/30/2015,FLESH AND BLOOD,by Patricia Cornwell
8/30/2015,DARK PLACES,by Gillian Flynn
8/30/2015,FOOL'S QUEST,by Robin Hobb
8/30/2015,ACCUSED,by Lisa Scottoline
8/30/2015,THE ARRANGEMENT 20,by H. M. Ward
8/30/2015,FOURTH DEBT,by Pepper Winters
8/30/2015,STATE OF FEAR,by Michael Crichton
8/30/2015,DEVIL'S BRIDGE,by Linda Fairstein
9/6/2015,SOMETHING BEAUTIFUL,by Jamie McGuire
9/6/2015,SILVER LININGS,by Debbie Macomber
9/6/2015,LUCKIEST GIRL ALIVE,by Jessica Knoll
9/6/2015,CIRCLING THE SUN,by Paula McLain
9/6/2015,FOUR WEEK FIANC,by J.S. Cooper
9/6/2015,LOVE AFTER DARK,by Marie Force
9/13/2015,THE MURDERER'S DAUGHTER,by Jonathan Kellerman
9/13/2015,TOUGH LOVE,by Lori Foster
9/13/2015,SECONDHAND SOULS,by Christopher Moore
9/13/2015,WHEN A SCOT TIES THE KNOT,by Tessa Dare
9/13/2015,COCKY BASTARD,by Penelope Ward and Vi Keeland
9/13/2015,ALERT,by James Patterson and Michael Ledwidge
9/13/2015,WHO DO YOU LOVE,by Jennifer Weiner
9/13/2015,THE NATURE OF THE BEAST,by Louise Penny
9/13/2015,THE TAMING OF THE QUEEN,by Philippa Gregory
9/20/2015,HOLD ON,by Kristen Ashley
9/20/2015,WILDEST DREAMS,by Robyn Carr
9/20/2015,ARCHANGEL'S ENIGMA,by Nalini Singh
9/20/2015,THE SOLOMON CURSE,by Clive Cussler and Russell Blake
9/20/2015,DARK GHOST,by Christine Feehan
9/20/2015,ONLY A KISS,by Mary Balogh
9/27/2015,SMALL WARS,by Lee Child
9/27/2015,PROTECTING MELODY,by Susan Stoker
9/27/2015,UNDERCOVER,by Danielle Steel
9/27/2015,NUMBERS,by Laurann Dohner
9/27/2015,FRICTION,by Sandra Brown
9/27/2015,STAR WARS: AFTERMATH,by Chuck Wendig
9/27/2015,PURITY,by Jonathan Franzen
9/27/2015,DANCE OF THE BONES,by J. A. Jance
9/27/2015,ROBERT B. PARKER'S THE DEVIL WINS,by Reed Farrel Coleman
10/4/2015,ONE YEAR AFTER,by William R. Forstchen
10/4/2015,DARK WILD NIGHT,by Christina Lauren
10/4/2015,DRIVING HEAT,by Richard Castle
10/4/2015,HOLLYWOOD DIRT,by Alessandra Torre
10/4/2015,HARD LOVE,by Meredith Wild
10/4/2015,FATAL FRENZY,by Marie Force
10/11/2015,X,by Sue Grafton
10/11/2015,THE END GAME,by Catherine Coulter and J. T. Ellison
10/11/2015,THE GIRL WHO CHASED THE MOON,by Sarah Addison Allen
10/11/2015,THE SCAM,by Janet Evanovich and Lee Goldberg
10/11/2015,DEVOTED IN DEATH,by J. D. Robb
10/11/2015,ANGEL FALLS,by Kristin Hannah
10/11/2015,THE WAY TO A MAN'S HEART,by Debbie Macomber
10/11/2015,RAGING HEAT,by Richard Castle
10/18/2015,MARRY ME AT CHRISTMAS,by Susan Mallery
10/18/2015,DOUBLE DOWN,by Fern Michaels
10/18/2015,THE AERONAUT'S WINDLASS,by Jim Butcher
10/18/2015,DOWN THE RABBIT HOLE,by J. D. Robb and others
10/18/2015,ABOUT A VAMPIRE,by Lynsay Sands
10/18/2015,SHADOW PLAY,by Iris Johansen
10/18/2015,THE HIDDEN,by Heather Graham
10/25/2015,WILLOW BROOK ROAD,by Sherryl Woods
10/25/2015,ALL I WANT,by Jill Shalvis
10/25/2015,COME RAIN OR COME SHINE,by Jan Karon
10/25/2015,GREY,by E. L. James
10/25/2015,SHADOWS OF SELF,by Brandon Sanderson
10/25/2015,DASHING THROUGH THE SNOW,by Debbie Macomber
10/25/2015,SATURN RUN,by John Sandford and Ctein
11/1/2015,ALL THE STARS IN THE HEAVENS,by Adriana Trigiani
11/1/2015,DANCE UPON THE AIR,by Nora Roberts
11/1/2015,WINTER STROLL,by Elin Hilderbrand
11/1/2015,FOREIGN AFFAIRS,by Stuart Woods
11/1/2015,CITY ON FIRE,by Garth Risk Hallberg
11/1/2015,HELL'S FOUNDATIONS QUIVER,by David Weber
11/8/2015,FEAR THE DARK,by Kay Hooper
11/8/2015,PIRATE LATITUDES,by Michael Crichton
11/8/2015,GRAY MOUNTAIN,by John Grisham
11/8/2015,THE LAKE HOUSE,by Kate Morton
11/8/2015,WELCOME TO NIGHT VALE,by Joseph Fink and Jeffrey Cranor
11/8/2015,KIAN,by Tijan
